mathnorm,s_class,s_school,enrollment,classsize,female,class_id
-.3643161,.6315789,.5362319,69,19,0,89
-.6578302,.6315789,.5362319,69,19,0,89
-.1546632,.6315789,.5362319,69,19,1,89
-.9723096,.6315789,.5362319,69,19,1,89
.1807815,.6315789,.5362319,69,19,0,89
-1.181962,.6315789,.5362319,69,19,0,89
-.3643161,.5333334,.5362319,69,15,1,90
.3065732,.5333334,.5362319,69,15,1,90
-.3643161,.5333334,.5362319,69,15,1,90
-1.077136,.5333334,.5362319,69,15,0,90
-1.077136,.5333334,.5362319,69,15,0,90
-.3643161,.5333334,.5362319,69,15,0,90
-.1546632,.5333334,.5362319,69,15,0,90
-.6578302,.5333334,.5362319,69,15,1,90
.075955,.5333334,.5362319,69,15,1,90
.3065732,.5333334,.5362319,69,15,0,90
.3065732,.5333334,.5362319,69,15,1,90
-.5530037,.5333334,.5362319,69,15,1,90
-.6578302,.5333334,.5362319,69,15,0,90
-.3643161,.5333334,.5362319,69,15,0,90
-.2594897,.5333334,.5362319,69,15,1,90
1.543525,.3,.5362319,69,20,1,91
-.2594897,.3,.5362319,69,20,0,91
-1.077136,.3,.5362319,69,20,0,91
-.0288714,.3,.5362319,69,20,0,91
-.7626567,.3,.5362319,69,20,1,91
1.543525,.3,.5362319,69,20,0,91
-1.307754,.3,.5362319,69,20,0,91
-.5530037,.3,.5362319,69,20,0,91
-.7626567,.3,.5362319,69,20,0,91
-.1546632,.3,.5362319,69,20,0,91
.1807815,.3,.5362319,69,20,1,91
-1.412581,.3,.5362319,69,20,0,91
-.5530037,.3,.5362319,69,20,1,91
-.7626567,.3,.5362319,69,20,0,91
-.3643161,.3,.5362319,69,20,0,91
-.6578302,.3,.5362319,69,20,1,91
-.5530037,.3,.5362319,69,20,0,91
-.1546632,.3,.5362319,69,20,1,91
-.1546632,.3,.5362319,69,20,0,91
.432365,.3,.5362319,69,20,0,91
-.1546632,.7333333,.5362319,69,15,1,92
-.8674831,.7333333,.5362319,69,15,1,92
-.5530037,.7333333,.5362319,69,15,1,92
-1.957678,.7333333,.5362319,69,15,1,92
-1.077136,.7333333,.5362319,69,15,0,92
-.4691426,.7333333,.5362319,69,15,1,92
.5791221,.7333333,.5362319,69,15,1,92
-.5530037,.7333333,.5362319,69,15,0,92
-1.538373,.7333333,.5362319,69,15,1,92
-.3643161,.7333333,.5362319,69,15,0,92
.1807815,.7333333,.5362319,69,15,1,92
.1807815,.7333333,.5362319,69,15,1,92
-.0288714,.7333333,.5362319,69,15,1,92
-.8674831,.7333333,.5362319,69,15,1,92
-1.538373,.7333333,.5362319,69,15,0,92
-.7626567,.3571429,.4459459,74,14,1,93
-.4691426,.3571429,.4459459,74,14,1,93
.3065732,.3571429,.4459459,74,14,0,93
-.1546632,.3571429,.4459459,74,14,0,93
-1.077136,.3571429,.4459459,74,14,0,93
.7258791,.3571429,.4459459,74,14,0,93
1.061324,.3571429,.4459459,74,14,1,93
-.4691426,.3571429,.4459459,74,14,0,93
.7258791,.3571429,.4459459,74,14,1,93
-.9723096,.3571429,.4459459,74,14,0,93
-.2594897,.3571429,.4459459,74,14,0,93
.5791221,.5652174,.4459459,74,23,1,94
.075955,.5652174,.4459459,74,23,1,94
.075955,.5652174,.4459459,74,23,0,94
.075955,.5652174,.4459459,74,23,0,94
-.4691426,.5652174,.4459459,74,23,0,94
-.4691426,.5652174,.4459459,74,23,0,94
-.9723096,.5652174,.4459459,74,23,0,94
-.1546632,.5652174,.4459459,74,23,1,94
.1807815,.5652174,.4459459,74,23,1,94
.3065732,.5652174,.4459459,74,23,1,94
-.8674831,.5652174,.4459459,74,23,0,94
-.0288714,.5652174,.4459459,74,23,1,94
-.4691426,.5652174,.4459459,74,23,0,94
-.4691426,.5652174,.4459459,74,23,0,94
-.7626567,.5652174,.4459459,74,23,0,94
-.5530037,.5652174,.4459459,74,23,1,94
-1.412581,.5652174,.4459459,74,23,0,94
-.2594897,.5652174,.4459459,74,23,1,94
-.9723096,.5652174,.4459459,74,23,1,94
-.1546632,.5652174,.4459459,74,23,1,94
-.7626567,.5652174,.4459459,74,23,1,94
.432365,.4166667,.4459459,74,24,0,95
1.899935,.4166667,.4459459,74,24,0,95
.3065732,.4166667,.4459459,74,24,0,95
-.3643161,.4166667,.4459459,74,24,0,95
.5791221,.4166667,.4459459,74,24,1,95
-.5530037,.4166667,.4459459,74,24,1,95
-.3643161,.4166667,.4459459,74,24,1,95
.8936014,.4166667,.4459459,74,24,0,95
-.7626567,.4166667,.4459459,74,24,0,95
-.0288714,.4166667,.4459459,74,24,0,95
-.8674831,.4166667,.4459459,74,24,1,95
.432365,.4166667,.4459459,74,24,1,95
-.2594897,.4166667,.4459459,74,24,0,95
.1807815,.4166667,.4459459,74,24,1,95
-.0288714,.4166667,.4459459,74,24,0,95
2.445033,.4166667,.4459459,74,24,1,95
-.2594897,.4166667,.4459459,74,24,0,95
.8936014,.4166667,.4459459,74,24,0,95
.1807815,.4166667,.4459459,74,24,0,95
.1807815,.4166667,.4459459,74,24,0,95
-.5530037,.4166667,.4459459,74,24,1,95
.075955,.4166667,.4459459,74,24,0,95
-.0288714,.3846154,.4459459,74,13,1,96
-1.077136,.3846154,.4459459,74,13,1,96
-.9723096,.3846154,.4459459,74,13,0,96
-.5530037,.3846154,.4459459,74,13,1,96
-1.077136,.3846154,.4459459,74,13,0,96
-.4691426,.3846154,.4459459,74,13,0,96
-1.412581,.3846154,.4459459,74,13,0,96
.3065732,.3846154,.4459459,74,13,1,96
-.2594897,.3846154,.4459459,74,13,0,96
1.899935,.3846154,.4459459,74,13,0,96
.432365,.4117647,.4545455,66,17,1,97
1.543525,.4117647,.4545455,66,17,1,97
-.4691426,.4117647,.4545455,66,17,0,97
-1.077136,.4117647,.4545455,66,17,0,97
-.9723096,.4117647,.4545455,66,17,0,97
-.2594897,.4117647,.4545455,66,17,1,97
1.291942,.4117647,.4545455,66,17,0,97
1.061324,.4117647,.4545455,66,17,1,97
-1.538373,.4117647,.4545455,66,17,1,97
.1807815,.4117647,.4545455,66,17,0,97
-.6578302,.4117647,.4545455,66,17,1,97
-.3643161,.4117647,.4545455,66,17,0,97
1.061324,.4117647,.4545455,66,17,0,97
.3065732,.4583333,.4545455,66,24,1,98
-1.077136,.4583333,.4545455,66,24,0,98
.1807815,.4583333,.4545455,66,24,1,98
-1.538373,.4583333,.4545455,66,24,1,98
-1.077136,.4583333,.4545455,66,24,0,98
1.291942,.4583333,.4545455,66,24,0,98
.3065732,.4583333,.4545455,66,24,1,98
-2.125401,.4583333,.4545455,66,24,0,98
-.5530037,.4583333,.4545455,66,24,0,98
.1807815,.4583333,.4545455,66,24,0,98
.3065732,.4583333,.4545455,66,24,0,98
.7258791,.4583333,.4545455,66,24,1,98
-1.077136,.4583333,.4545455,66,24,0,98
-1.181962,.4583333,.4545455,66,24,1,98
-1.307754,.4583333,.4545455,66,24,0,98
-1.077136,.4583333,.4545455,66,24,1,98
-.8674831,.4583333,.4545455,66,24,1,98
-.6578302,.4583333,.4545455,66,24,0,98
-.3643161,.4583333,.4545455,66,24,0,98
-.8674831,.4583333,.4545455,66,24,0,98
-.0288714,.4583333,.4545455,66,24,1,98
.3065732,.4583333,.4545455,66,24,1,98
-.6578302,.4583333,.4545455,66,24,0,98
-.9723096,.4583333,.4545455,66,24,1,98
-.0288714,.48,.4545455,66,25,1,99
.1807815,.48,.4545455,66,25,0,99
-1.810921,.48,.4545455,66,25,0,99
-.5530037,.48,.4545455,66,25,0,99
.3065732,.48,.4545455,66,25,1,99
-.2594897,.48,.4545455,66,25,0,99
-.6578302,.48,.4545455,66,25,1,99
-.4691426,.48,.4545455,66,25,0,99
.1807815,.48,.4545455,66,25,1,99
-.6578302,.48,.4545455,66,25,1,99
-.9723096,.48,.4545455,66,25,0,99
1.061324,.48,.4545455,66,25,1,99
-.8674831,.48,.4545455,66,25,0,99
-1.181962,.48,.4545455,66,25,1,99
-.1546632,.48,.4545455,66,25,1,99
-.6578302,.48,.4545455,66,25,0,99
-1.412581,.48,.4545455,66,25,0,99
-.5530037,.48,.4545455,66,25,1,99
-1.307754,.48,.4545455,66,25,0,99
.432365,.48,.4545455,66,25,0,99
-.3643161,.48,.4545455,66,25,1,99
-.7626567,.48,.4545455,66,25,0,99
-.2594897,.48,.4545455,66,25,0,99
-.5530037,.6923077,.5102041,49,13,0,100
1.061324,.6923077,.5102041,49,13,0,100
-.5530037,.6923077,.5102041,49,13,0,100
1.291942,.6923077,.5102041,49,13,1,100
.432365,.6923077,.5102041,49,13,1,100
-.8674831,.6923077,.5102041,49,13,1,100
-.6578302,.6923077,.5102041,49,13,0,100
.7258791,.6923077,.5102041,49,13,1,100
1.899935,.6923077,.5102041,49,13,1,100
.1807815,.6923077,.5102041,49,13,1,100
.1807815,.6923077,.5102041,49,13,1,100
.432365,.6923077,.5102041,49,13,1,100
-.6578302,.368421,.5102041,49,19,0,101
2.445033,.368421,.5102041,49,19,0,101
.5791221,.368421,.5102041,49,19,1,101
-.7626567,.368421,.5102041,49,19,1,101
.7258791,.368421,.5102041,49,19,0,101
-1.077136,.368421,.5102041,49,19,1,101
-1.307754,.368421,.5102041,49,19,0,101
-1.68513,.368421,.5102041,49,19,1,101
-.6578302,.368421,.5102041,49,19,1,101
-.1546632,.368421,.5102041,49,19,0,101
-1.307754,.368421,.5102041,49,19,0,101
-.0288714,.368421,.5102041,49,19,0,101
.075955,.368421,.5102041,49,19,0,101
.432365,.368421,.5102041,49,19,1,101
-.0288714,.368421,.5102041,49,19,0,101
.432365,.368421,.5102041,49,19,0,101
-.6578302,.368421,.5102041,49,19,1,101
-.4691426,.5294118,.5102041,49,17,0,102
-.1546632,.5294118,.5102041,49,17,0,102
1.899935,.5294118,.5102041,49,17,0,102
-.2594897,.5294118,.5102041,49,17,0,102
-.7626567,.5294118,.5102041,49,17,0,102
-1.810921,.5294118,.5102041,49,17,0,102
1.899935,.5294118,.5102041,49,17,1,102
-.0288714,.5294118,.5102041,49,17,1,102
-1.181962,.5294118,.5102041,49,17,0,102
-.2594897,.5294118,.5102041,49,17,1,102
-.1546632,.5294118,.5102041,49,17,1,102
-.8674831,.5294118,.5102041,49,17,1,102
-.9723096,.5294118,.5102041,49,17,0,102
-.7626567,.5294118,.5102041,49,17,1,102
-.4691426,.5294118,.5102041,49,17,1,102
-.2594897,.5294118,.5102041,49,17,1,102
-.1546632,.65,.4482759,58,20,1,103
-.3643161,.65,.4482759,58,20,1,103
-.1546632,.65,.4482759,58,20,1,103
.8936014,.65,.4482759,58,20,1,103
-.9723096,.65,.4482759,58,20,1,103
1.543525,.65,.4482759,58,20,1,103
-.0288714,.65,.4482759,58,20,1,103
-.5530037,.65,.4482759,58,20,1,103
-.5530037,.65,.4482759,58,20,0,103
-.3643161,.65,.4482759,58,20,1,103
.075955,.65,.4482759,58,20,0,103
-.0288714,.65,.4482759,58,20,1,103
1.291942,.65,.4482759,58,20,0,103
.432365,.65,.4482759,58,20,1,103
.7258791,.65,.4482759,58,20,1,103
-.0288714,.65,.4482759,58,20,0,103
-.0288714,.65,.4482759,58,20,0,103
-.0288714,.65,.4482759,58,20,0,103
.432365,.65,.4482759,58,20,1,103
.5791221,.65,.4482759,58,20,0,103
.7258791,.3125,.4482759,58,16,0,104
-1.68513,.3125,.4482759,58,16,1,104
.3065732,.3125,.4482759,58,16,0,104
1.291942,.3125,.4482759,58,16,1,104
-.3643161,.3125,.4482759,58,16,0,104
.5791221,.3125,.4482759,58,16,0,104
.432365,.3125,.4482759,58,16,0,104
1.543525,.3125,.4482759,58,16,0,104
.7258791,.3125,.4482759,58,16,1,104
1.061324,.3125,.4482759,58,16,0,104
-.9723096,.3125,.4482759,58,16,0,104
1.291942,.3125,.4482759,58,16,0,104
-.4691426,.3125,.4482759,58,16,1,104
.5791221,.3125,.4482759,58,16,1,104
-.2594897,.3125,.4482759,58,16,0,104
.432365,.3125,.4482759,58,16,0,104
1.061324,.3636364,.4482759,58,22,0,105
.1807815,.3636364,.4482759,58,22,0,105
.5791221,.3636364,.4482759,58,22,1,105
-1.412581,.3636364,.4482759,58,22,0,105
1.543525,.3636364,.4482759,58,22,0,105
-.0288714,.3636364,.4482759,58,22,0,105
.1807815,.3636364,.4482759,58,22,0,105
1.061324,.3636364,.4482759,58,22,1,105
.3065732,.3636364,.4482759,58,22,1,105
-.4691426,.3636364,.4482759,58,22,0,105
-.3643161,.3636364,.4482759,58,22,0,105
-.9723096,.3636364,.4482759,58,22,0,105
.1807815,.3636364,.4482759,58,22,1,105
.5791221,.3636364,.4482759,58,22,0,105
1.543525,.3636364,.4482759,58,22,0,105
-.2594897,.3636364,.4482759,58,22,1,105
.432365,.3636364,.4482759,58,22,1,105
-.2594897,.3636364,.4482759,58,22,0,105
.7258791,.3636364,.4482759,58,22,1,105
.075955,.3636364,.4482759,58,22,0,105
.3065732,.3636364,.4482759,58,22,0,105
1.291942,.3636364,.4482759,58,22,1,105
.8936014,.5882353,.5696203,79,17,1,106
.5791221,.5882353,.5696203,79,17,1,106
-1.412581,.5882353,.5696203,79,17,0,106
.5791221,.5882353,.5696203,79,17,0,106
.5791221,.5882353,.5696203,79,17,1,106
.1807815,.5882353,.5696203,79,17,0,106
.1807815,.5882353,.5696203,79,17,0,106
.8936014,.5882353,.5696203,79,17,1,106
.075955,.5882353,.5696203,79,17,1,106
-1.68513,.5882353,.5696203,79,17,0,106
.075955,.5882353,.5696203,79,17,1,106
.3065732,.5882353,.5696203,79,17,0,106
-2.754359,.5882353,.5696203,79,17,1,106
.432365,.625,.5696203,79,16,0,107
-.5530037,.625,.5696203,79,16,1,107
2.445033,.625,.5696203,79,16,1,107
2.445033,.625,.5696203,79,16,1,107
.5791221,.625,.5696203,79,16,1,107
-1.412581,.625,.5696203,79,16,1,107
1.543525,.625,.5696203,79,16,0,107
.5791221,.625,.5696203,79,16,0,107
1.291942,.625,.5696203,79,16,1,107
.8936014,.625,.5696203,79,16,0,107
1.061324,.625,.5696203,79,16,0,107
1.543525,.625,.5696203,79,16,1,107
1.061324,.625,.5696203,79,16,1,107
.7258791,.625,.5696203,79,16,0,107
2.9482,.625,.5696203,79,16,1,107
.8936014,.7272727,.5696203,79,22,0,108
.5791221,.7272727,.5696203,79,22,1,108
-.5530037,.7272727,.5696203,79,22,1,108
-.3643161,.7272727,.5696203,79,22,1,108
-.6578302,.7272727,.5696203,79,22,1,108
1.543525,.7272727,.5696203,79,22,1,108
.5791221,.7272727,.5696203,79,22,1,108
1.899935,.7272727,.5696203,79,22,1,108
.5791221,.7272727,.5696203,79,22,1,108
.3065732,.7272727,.5696203,79,22,1,108
1.543525,.7272727,.5696203,79,22,0,108
.8936014,.7272727,.5696203,79,22,0,108
1.291942,.7272727,.5696203,79,22,1,108
.8936014,.7272727,.5696203,79,22,0,108
.432365,.7272727,.5696203,79,22,1,108
.432365,.7272727,.5696203,79,22,1,108
1.061324,.7272727,.5696203,79,22,0,108
.8936014,.7272727,.5696203,79,22,1,108
-.6578302,.7272727,.5696203,79,22,0,108
.5791221,.7272727,.5696203,79,22,1,108
.7258791,.7272727,.5696203,79,22,1,108
-.1546632,.375,.5696203,79,24,0,109
-.3643161,.375,.5696203,79,24,1,109
.5791221,.375,.5696203,79,24,0,109
.432365,.375,.5696203,79,24,0,109
-.0288714,.375,.5696203,79,24,1,109
-1.307754,.375,.5696203,79,24,0,109
-.8674831,.375,.5696203,79,24,0,109
.5791221,.375,.5696203,79,24,0,109
-.6578302,.375,.5696203,79,24,0,109
1.899935,.375,.5696203,79,24,0,109
.1807815,.375,.5696203,79,24,1,109
.075955,.375,.5696203,79,24,0,109
-1.181962,.375,.5696203,79,24,1,109
-.2594897,.375,.5696203,79,24,0,109
-.6578302,.375,.5696203,79,24,0,109
.075955,.375,.5696203,79,24,0,109
-1.077136,.375,.5696203,79,24,1,109
-.7626567,.375,.5696203,79,24,0,109
-.5530037,.375,.5696203,79,24,0,109
.432365,.375,.5696203,79,24,1,109
1.899935,.375,.5696203,79,24,1,109
-.3643161,.375,.5696203,79,24,1,109
.075955,.375,.5696203,79,24,0,109
2.445033,.5714286,.4782609,115,14,0,110
.8936014,.5714286,.4782609,115,14,1,110
.432365,.5714286,.4782609,115,14,0,110
.3065732,.5714286,.4782609,115,14,1,110
.7258791,.5714286,.4782609,115,14,1,110
-.6578302,.5714286,.4782609,115,14,1,110
.5791221,.5714286,.4782609,115,14,0,110
1.543525,.5714286,.4782609,115,14,0,110
.7258791,.5714286,.4782609,115,14,1,110
1.899935,.5714286,.4782609,115,14,1,110
1.291942,.5714286,.4782609,115,14,0,110
1.899935,.5714286,.4782609,115,14,1,110
.7258791,.5714286,.4782609,115,14,0,110
.8936014,.5714286,.4782609,115,14,1,110
.7258791,.4090909,.4782609,115,22,0,111
.8936014,.4090909,.4782609,115,22,0,111
.8936014,.4090909,.4782609,115,22,0,111
-.7626567,.4090909,.4782609,115,22,0,111
1.291942,.4090909,.4782609,115,22,1,111
.1807815,.4090909,.4782609,115,22,0,111
.075955,.4090909,.4782609,115,22,0,111
-1.077136,.4090909,.4782609,115,22,1,111
-.0288714,.4090909,.4782609,115,22,1,111
-.6578302,.4090909,.4782609,115,22,0,111
.075955,.4090909,.4782609,115,22,0,111
1.061324,.4090909,.4782609,115,22,1,111
-.5530037,.4090909,.4782609,115,22,1,111
.5791221,.4090909,.4782609,115,22,1,111
.1807815,.4090909,.4782609,115,22,1,111
-.6578302,.4090909,.4782609,115,22,0,111
.432365,.4090909,.4782609,115,22,0,111
1.061324,.4090909,.4782609,115,22,1,111
1.061324,.4090909,.4782609,115,22,1,111
-.5530037,.4090909,.4782609,115,22,0,111
-.4691426,.4090909,.4782609,115,22,0,111
.075955,.4090909,.4782609,115,22,0,111
-.4691426,.5454546,.4782609,115,22,0,112
-.6578302,.5454546,.4782609,115,22,0,112
1.061324,.5454546,.4782609,115,22,1,112
-2.314088,.5454546,.4782609,115,22,0,112
-.2594897,.5454546,.4782609,115,22,1,112
-.9723096,.5454546,.4782609,115,22,0,112
.432365,.5454546,.4782609,115,22,1,112
-.4691426,.5454546,.4782609,115,22,0,112
.5791221,.5454546,.4782609,115,22,1,112
.3065732,.5454546,.4782609,115,22,1,112
-.5530037,.5454546,.4782609,115,22,0,112
.432365,.5454546,.4782609,115,22,0,112
-.9723096,.5454546,.4782609,115,22,1,112
-.4691426,.5454546,.4782609,115,22,0,112
-.1546632,.5454546,.4782609,115,22,0,112
-.4691426,.5454546,.4782609,115,22,0,112
-1.68513,.5454546,.4782609,115,22,1,112
-.6578302,.5454546,.4782609,115,22,1,112
-1.412581,.5454546,.4782609,115,22,1,112
-1.181962,.5454546,.4782609,115,22,1,112
-.5530037,.5454546,.4782609,115,22,1,112
.432365,.5454546,.4782609,115,22,1,112
1.899935,.4761905,.4782609,115,21,0,113
1.061324,.4761905,.4782609,115,21,1,113
.3065732,.4761905,.4782609,115,21,0,113
-1.077136,.4761905,.4782609,115,21,0,113
2.9482,.4761905,.4782609,115,21,1,113
-1.077136,.4761905,.4782609,115,21,1,113
1.061324,.4761905,.4782609,115,21,1,113
.5791221,.4761905,.4782609,115,21,1,113
.3065732,.4761905,.4782609,115,21,0,113
1.291942,.4761905,.4782609,115,21,0,113
1.543525,.4761905,.4782609,115,21,0,113
-.0288714,.4761905,.4782609,115,21,1,113
1.543525,.4761905,.4782609,115,21,1,113
1.061324,.4761905,.4782609,115,21,0,113
1.291942,.4761905,.4782609,115,21,0,113
-.2594897,.4761905,.4782609,115,21,1,113
.432365,.4761905,.4782609,115,21,0,113
1.543525,.4761905,.4782609,115,21,1,113
.8936014,.4761905,.4782609,115,21,1,113
-.4691426,.4761905,.4782609,115,21,0,113
.8936014,.2857143,.4782609,115,21,1,114
1.061324,.2857143,.4782609,115,21,0,114
-.0288714,.2857143,.4782609,115,21,1,114
.5791221,.2857143,.4782609,115,21,0,114
.3065732,.2857143,.4782609,115,21,0,114
.3065732,.2857143,.4782609,115,21,0,114
-.2594897,.2857143,.4782609,115,21,0,114
1.543525,.2857143,.4782609,115,21,0,114
.3065732,.2857143,.4782609,115,21,1,114
1.543525,.2857143,.4782609,115,21,0,114
-1.957678,.2857143,.4782609,115,21,0,114
1.291942,.2857143,.4782609,115,21,1,114
-.1546632,.2857143,.4782609,115,21,0,114
.1807815,.2857143,.4782609,115,21,0,114
1.061324,.2857143,.4782609,115,21,0,114
.075955,.2857143,.4782609,115,21,0,114
1.061324,.2857143,.4782609,115,21,0,114
1.543525,.2857143,.4782609,115,21,1,114
1.061324,.2857143,.4782609,115,21,0,114
.8936014,.6666667,.4782609,115,15,1,115
.7258791,.6666667,.4782609,115,15,0,115
1.543525,.6666667,.4782609,115,15,1,115
-.2594897,.6666667,.4782609,115,15,1,115
-.7626567,.6666667,.4782609,115,15,0,115
1.061324,.6666667,.4782609,115,15,1,115
.7258791,.6666667,.4782609,115,15,0,115
-.2594897,.6666667,.4782609,115,15,1,115
.3065732,.6666667,.4782609,115,15,1,115
-.0288714,.6666667,.4782609,115,15,1,115
1.899935,.6666667,.4782609,115,15,1,115
.8936014,.6666667,.4782609,115,15,1,115
.8936014,.6666667,.4782609,115,15,1,115
.5791221,.6666667,.4782609,115,15,0,115
1.061324,.6666667,.4782609,115,15,0,115
-.0288714,.4705882,.4895833,96,17,1,116
-.5530037,.4705882,.4895833,96,17,0,116
.5791221,.4705882,.4895833,96,17,0,116
.075955,.4705882,.4895833,96,17,1,116
-1.181962,.4705882,.4895833,96,17,0,116
-.3643161,.4705882,.4895833,96,17,1,116
-.8674831,.4705882,.4895833,96,17,0,116
-.2594897,.4705882,.4895833,96,17,1,116
.5791221,.4705882,.4895833,96,17,0,116
-.6578302,.4705882,.4895833,96,17,1,116
-.5530037,.4705882,.4895833,96,17,1,116
.1807815,.4705882,.4895833,96,17,1,116
-.6578302,.4705882,.4895833,96,17,0,116
.3065732,.4705882,.4895833,96,17,1,116
-2.125401,.4705882,.4895833,96,17,0,116
.075955,.4705882,.4895833,96,17,0,116
-.6578302,.6190476,.4895833,96,21,1,117
1.899935,.6190476,.4895833,96,21,0,117
-.0288714,.6190476,.4895833,96,21,0,117
-.4691426,.6190476,.4895833,96,21,1,117
.1807815,.6190476,.4895833,96,21,1,117
-1.810921,.6190476,.4895833,96,21,0,117
-1.077136,.6190476,.4895833,96,21,0,117
.075955,.6190476,.4895833,96,21,1,117
.432365,.6190476,.4895833,96,21,1,117
-.3643161,.6190476,.4895833,96,21,1,117
-.7626567,.6190476,.4895833,96,21,1,117
-.7626567,.6190476,.4895833,96,21,0,117
-.9723096,.6190476,.4895833,96,21,0,117
1.899935,.6190476,.4895833,96,21,1,117
-.7626567,.6190476,.4895833,96,21,1,117
-.3643161,.6190476,.4895833,96,21,1,117
-.7626567,.6190476,.4895833,96,21,1,117
.1807815,.6190476,.4895833,96,21,0,117
-.5530037,.6190476,.4895833,96,21,0,117
.075955,.6190476,.4895833,96,21,1,117
-.8674831,.6190476,.4895833,96,21,1,117
-.7626567,.5625,.4895833,96,16,1,118
.5791221,.5625,.4895833,96,16,1,118
-.6578302,.5625,.4895833,96,16,0,118
.1807815,.5625,.4895833,96,16,1,118
.432365,.5625,.4895833,96,16,0,118
-.5530037,.5625,.4895833,96,16,1,118
-.2594897,.5625,.4895833,96,16,0,118
1.899935,.5625,.4895833,96,16,0,118
-.8674831,.5625,.4895833,96,16,1,118
.5791221,.5625,.4895833,96,16,1,118
-.2594897,.5625,.4895833,96,16,0,118
.1807815,.5625,.4895833,96,16,1,118
1.061324,.5625,.4895833,96,16,0,118
-.5530037,.5625,.4895833,96,16,1,118
1.543525,.5625,.4895833,96,16,1,118
-.8674831,.3043478,.4895833,96,23,0,119
-.7626567,.3043478,.4895833,96,23,0,119
-.0288714,.3043478,.4895833,96,23,1,119
-.5530037,.3043478,.4895833,96,23,0,119
-.5530037,.3043478,.4895833,96,23,0,119
-.2594897,.3043478,.4895833,96,23,0,119
-.2594897,.3043478,.4895833,96,23,0,119
.1807815,.3043478,.4895833,96,23,0,119
-.5530037,.3043478,.4895833,96,23,0,119
-1.181962,.3043478,.4895833,96,23,0,119
-.8674831,.3043478,.4895833,96,23,1,119
-.3643161,.3043478,.4895833,96,23,0,119
-.8674831,.3043478,.4895833,96,23,1,119
-.3643161,.3043478,.4895833,96,23,0,119
-1.181962,.3043478,.4895833,96,23,0,119
.075955,.3043478,.4895833,96,23,0,119
-1.307754,.3043478,.4895833,96,23,1,119
-1.077136,.3043478,.4895833,96,23,1,119
.432365,.3043478,.4895833,96,23,1,119
-.7626567,.3043478,.4895833,96,23,1,119
-.3643161,.3043478,.4895833,96,23,0,119
-.3643161,.3043478,.4895833,96,23,0,119
-1.412581,.5263158,.4895833,96,19,1,120
-.5530037,.5263158,.4895833,96,19,0,120
.3065732,.5263158,.4895833,96,19,0,120
.432365,.5263158,.4895833,96,19,0,120
.075955,.5263158,.4895833,96,19,1,120
-.4691426,.5263158,.4895833,96,19,1,120
.7258791,.5263158,.4895833,96,19,1,120
.075955,.5263158,.4895833,96,19,1,120
-.7626567,.5263158,.4895833,96,19,0,120
-2.125401,.5263158,.4895833,96,19,0,120
.432365,.5263158,.4895833,96,19,1,120
-1.810921,.5263158,.4895833,96,19,1,120
2.445033,.5263158,.4895833,96,19,0,120
.075955,.5263158,.4895833,96,19,1,120
-.1546632,.5263158,.4895833,96,19,0,120
1.543525,.5263158,.4895833,96,19,0,120
-.6578302,.5263158,.4895833,96,19,1,120
2.445033,.5263158,.4895833,96,19,0,120
-.0288714,.6875,.5744681,47,16,1,121
.7258791,.6875,.5744681,47,16,0,121
-.0288714,.6875,.5744681,47,16,1,121
.1807815,.6875,.5744681,47,16,1,121
-.5530037,.6875,.5744681,47,16,0,121
1.543525,.6875,.5744681,47,16,0,121
-.2594897,.6875,.5744681,47,16,1,121
.5791221,.6875,.5744681,47,16,1,121
.1807815,.6875,.5744681,47,16,0,121
.1807815,.6875,.5744681,47,16,0,121
1.543525,.6875,.5744681,47,16,1,121
.8936014,.6875,.5744681,47,16,1,121
-.2594897,.6875,.5744681,47,16,1,121
2.445033,.6875,.5744681,47,16,1,121
.5791221,.6875,.5744681,47,16,1,121
.075955,.4210526,.5744681,47,19,1,122
.432365,.4210526,.5744681,47,19,0,122
1.899935,.4210526,.5744681,47,19,0,122
-.3643161,.4210526,.5744681,47,19,0,122
-.6578302,.4210526,.5744681,47,19,0,122
-.0288714,.4210526,.5744681,47,19,0,122
.075955,.4210526,.5744681,47,19,0,122
.1807815,.4210526,.5744681,47,19,0,122
-.3643161,.4210526,.5744681,47,19,1,122
-.0288714,.4210526,.5744681,47,19,1,122
-.5530037,.4210526,.5744681,47,19,0,122
-.3643161,.4210526,.5744681,47,19,0,122
-.1546632,.4210526,.5744681,47,19,1,122
-.2594897,.4210526,.5744681,47,19,0,122
1.543525,.4210526,.5744681,47,19,1,122
-.4691426,.4210526,.5744681,47,19,1,122
.1807815,.4210526,.5744681,47,19,1,122
-.0288714,.6666667,.5744681,47,12,1,123
-.6578302,.6666667,.5744681,47,12,1,123
-.9723096,.6666667,.5744681,47,12,1,123
1.899935,.6666667,.5744681,47,12,0,123
-.1546632,.6666667,.5744681,47,12,0,123
-.0288714,.6666667,.5744681,47,12,1,123
.8936014,.6666667,.5744681,47,12,1,123
-.6578302,.6666667,.5744681,47,12,1,123
-.0288714,.6666667,.5744681,47,12,0,123
-.0288714,.3913043,.421875,64,23,0,124
-.1546632,.3913043,.421875,64,23,0,124
-1.538373,.3913043,.421875,64,23,0,124
-1.077136,.3913043,.421875,64,23,0,124
-.9723096,.3913043,.421875,64,23,1,124
.432365,.3913043,.421875,64,23,0,124
-.8674831,.3913043,.421875,64,23,0,124
